titre,infos,ingredients,instructions,temps_preparation,infos_regime,valeurs_100g,valeurs_portion,all_infos,cleaned_infos,cluster2
"Gâteau Onctueux, Poire Chocolat",Les Commis vous ont réservé un gâteau au chocolat super moelleux avec de délicieuses poires pochées fondantes et une ganache chocolat.,Poire : 3 pièces; Chocolat noir : 250 g; Beurre : 80 g; Sucre : 150 g; Poudre d’amandes : 80 g; Farine de blé : 30 g; Levure chimique : 1 pièce; Crème liquide : 100 g,"1. Au sirop : Sortez le beurre du frigo pour quil ramollisse.   
 Dans une casserole, faites bouillir leau (cf quantité) avec 70g de sucre .   
 Épluchez les poires en gardant la queue.
 Plongez les poires dans le sirop 10 min à feu moyen.
 Laissez-les ensuite tiédir hors du sirop . Gardez le sirop pour parfumer une salade de fruits. | 2. Choco-choco : Préchauffez le four à 180°C en chaleur tournante*. 
 Faites fondre 150g de chocolat au bain-marie*. ou quelques secondes au micro-onde. Laissez tiédir le chocolat hors du feu et gardez la casserole pour le nappage . | 3. Bel appareil* : Dans un saladier :
 Fouettez le beurre mou avec le reste du sucre . On appelle ça blanchir. Ajoutez les œufs tout en fouettant, puis le chocolat fondu.
 Ajoutez la poudre damande , la farine , la levure chimique (cf quantité) et une pincée de sel .
 Mélangez bien pour finir lappareil *. | 4. Un tour au four : Beurrez et farinez le moule pour le chemiser*. Utilisez un moule à charnière pour un démoulage facile. Versez lappareil dans le moule et enfoncez les poires dedans. 
 Enfournez pendant 40 min. | 5. Encore plus choco : Attendez que le gâteau soit cuit pour réaliser le nappage. Dans la casserole :
 Disposez le reste du chocolat et la crème (cf quantité).
 Faites fondre le tout à feu doux*. Jusquà obtenir un nappage lisse. | 6. Complètement chocolat : Piquez un couteau dans le gâteau pour vérifier la cuisson. La lame doit être légèrement humide. Laissez tiédir le gâteau et démoulez-le sur un plat de service.
 Versez le nappage chaud dessus.",25 min,"Pâques, dessert, gourmand, Recette légume","Énergie : 156 kcal653 kJ; Protéines : 2,92 g; Lipides : 9,13 g; Fibres : 0,56 g; Glucides : 14,62 g; Graisses saturées : 4,41 g; Sucres : 12,76 g; Sel : 0,05 g","Énergie : 982 kcal4 111 kJ; Protéines : 18,39 g; Lipides : 57,47 g; Fibres : 3,55 g; Glucides : 91,96 g; Graisses saturées : 27,75 g; Sucres : 80,27 g; Sel : 0,3 g","Les Commis vous ont réservé un gâteau au chocolat super moelleux avec de délicieuses poires pochées fondantes et une ganache chocolat. Pâques, dessert, gourmand, Recette légume",commis réservé gâteau chocolat super moelleux délicieuses poires pochées fondantes ganache chocolat pâques dessert gourmand légume,4
Kouign Amann Express,,Pâte feuilletée : 2 pièces; Beurre demi-sel : 80 g; Cassonade : 160 g; Cannelle : 1 c.c.; Crème fraîche : 200 g,"1. Joyeux mélange : Préchauffez le four à 180°C en chaleur tournante*. Sortez le beurre au moins 15 min à lavance pour le rendre pommade. Dans un bol, mélangez la cassonade , la cannelle et le beurre bien mou . Mélangez bien jusquà obtenir une préparation homogène. | 2. Deux fois deux : Déroulez les 2 pâtes feuilletées en laissant le papier. Puis, étalez la préparation sur toute la surface des 2 pâtes feuilletées . | 3. Boudins roulés : Roulez chaque pâte sur elle-même pour former 2 boudins. | 4. Belles tresses : Avec un couteau, coupez le 1er boudin au milieu sur toute sa longueur. Soudez lextrémité des 2 morceaux obtenus en pinçant la pâte entre vos doigts. Puis, torsadez-les en faisant passer un morceau au dessus de lautre et soudez lautre extrémité. Répétez lopération avec le 2e boudin. | 5. Jolie couronne : Dans un moule couronne*, ou un moule rond, disposez les 2 tresses , côté intérieur vers le fond du moule. Si vous nen avez pas, utilisez un moule à cake. Enfournez pendant 30 à 35 min. | 6. Tellement gourmand : Une fois cuit, sortez le kouign amann du four et laissez-le tiédir dans le moule. Retournez-le ensuite délicatement sur un plat ou une grande assiette. Avant quil ne soit froid. Servez-le tiède, avec une belle cuillère de crème fraîche !",20 min,"efficace, gourmand, dessert","Énergie : 373 kcal1 553 kJ; Protéines : 4,08 g; Lipides : 22,91 g; Fibres : 1,44 g; Glucides : 37,37 g; Graisses saturées : 15,39 g; Sucres : 17,59 g; Sel : 0,51 g","Énergie : 879 kcal3 653 kJ; Protéines : 9,61 g; Lipides : 53,9 g; Fibres : 3,38 g; Glucides : 87,91 g; Graisses saturées : 36,2 g; Sucres : 41,38 g; Sel : 1,19 g",,,4
"Kit : Crumble aux Prunes, et aux Spéculoos","Le meilleur crumble de fin de saison ! Des prunes juteuses, bien compotées, sous un croustillant crumble aux speculoos et noix de pécan. Irrésistible, pour le dessert ou le goûter !",prune : 800 g; farine de blé : 50 g; speculoos concassé : 75 g; beurre demi-sel : 125 g; noix de pécan : 15 g; sucre : 50 g,"1. Mise en place : Préchauffez le four à 210°C en chaleur tournante*. Dénoyautez et coupez les prunes en quartiers. Concassez* les noix de pécan . | 2. Crumble : Dans un saladier, ajoutez la farine , les noix , le sucre , le beurre et les spéculoos concassés . Mélangez le tout du bout des doigts pour réaliser un crumble . Jusquà obtenir une texture sableuse à gros grains. | 3. Montage : Disposez les quartiers de prunes dans un plat à four. Répartissez le crumble par-dessus. Enfournez pendant 20 à 25 min. Jusquà ce que le crumble soit bien doré et les prunes fondantes. | 4. Miam ! : Vérifiez la cuisson du crumble et Servez-le bien chaud !",15 min,"dessert, gourmand, <600 kcal","Énergie : 194 kcal805 kJ; Protéines : 1,51 g; Lipides : 11,67 g; Fibres : 1,38 g; Glucides : 19,93 g; Graisses saturées : 7,2 g; Sucres : 14,09 g; Sel : 0,2 g","Énergie : 360 kcal1 497 kJ; Protéines : 2,8 g; Lipides : 21,69 g; Fibres : 2,56 g; Glucides : 37,03 g; Graisses saturées : 13,38 g; Sucres : 26,18 g; Sel : 0,37 g","Le meilleur crumble de fin de saison ! Des prunes juteuses, bien compotées, sous un croustillant crumble aux speculoos et noix de pécan. Irrésistible, pour le dessert ou le goûter ! dessert, gourmand, <600 kcal",meilleur crumble fin saison prune juteuses bien compotées sou croustillant crumble speculoos noix pécan irrésistible dessert goûter dessert gourmand,4
Brookie,Compatible TM5 / TM6 / TM31,Chocolat noir : 275 g; Noix de pécan : 125 g; Beurre doux : 225 g; Extrait de vanille : 1 c.s.; Farine de blé : 265 g; Cacao en poudre : 20 g; Cassonade : 80 g; Sucre : 100 g,"1. La pâte à brownie : 1. Préchauffer le four à 180°C (Th. 6). Tapisser un moule carré de papier cuisson et réserver. 2. Mettre les noix de pécan dans le bol et hacher Turbo/0.5 sec/2 fois . Transvaser dans un récipient et réserver. 3. Mettre 125g de chocolat dans le bol et râper 10 sec/vitesse 10 . Racler les parois du bol à laide de la spatule. 4. Ajouter 100g de beurre et faire fondre 5 min/50°C/vitesse mijotage . Transvaser avec les noix de pécan hachées et réserver. 5. Mettre 2 œufs et le mélange sucre et cacao dans le bol, puis mélanger 30 sec/vitesse 4.5 . Racler les parois du bol à laide de la spatule. 6. Ajouter 80g de farine, puis mélanger 15 sec/vitesse 3 . 7. Ajouter la préparation au chocolat et mélanger 15 sec/sens inverse/vitesse 3 . Transvaser dans le moule préparé et réserver. Nettoyer le bol. | 2. La pâte à cookies : 8. Mettre 125g de beurre et la cassonade dans le bol, puis mélanger 30 sec/vitesse 4 . 9. Ajouter 1 œuf, lextrait de vanille, 185g de farine et 150g de chocolat concassé en pépites, puis mélanger 20 sec/sens inverse/vitesse 3 . Émietter la pâte à cookies sur la pâte à brownies et couvrir le tout de papier aluminium. Enfourner et cuire 30-40 minutes à 180°C. Vérifier la cuisson du brookie qui doit être bien doré et prolonger la cuisson si nécessaire, sans le papier aluminium pour le faire dorer davantage. Servir tiède et accompagné dune boule de glace vanille pour le dessert, ou froid pour le goûter.",15 min,"dessert, <600 kcal","Énergie : 304 kcal1 268 kJ; Protéines : 9,71 g; Lipides : 20,04 g; Fibres : 0,85 g; Glucides : 20,23 g; Graisses saturées : 8,94 g; Sucres : 12,43 g; Sel : 0,2 g","Énergie : 445 kcal1 858 kJ; Protéines : 14,23 g; Lipides : 29,36 g; Fibres : 1,25 g; Glucides : 29,64 g; Graisses saturées : 13,09 g; Sucres : 18,21 g; Sel : 0,29 g","Compatible TM5 / TM6 / TM31 dessert, <600 kcal",compatible dessert,4
Carrot Cake Magique,"Les bienfaits des carottes et la gourmandise dun gâteau, voici le magnifique Carrot Cake des Commis ! On sait déjà quil ne va pas faire long feu.",fromage à tartiner : 200 g; Farine de blé : 75 g; Poudre d’amande : 175 g; Beurre demi-sel : 40 g; Carottes : 450 g; Sucre : 175 g; Cannelle : 5 g; poudre à lever : 10 g; Sucre glace : 25 g; Graines de pavot : 5 g,"1. Carottes rapides : Préchauffez votre four à 180°C en chaleur tournante*. Épluchez les carottes et râpez-les. Vous avez besoin de 300g de chair râpée. | 2. Neige ferme : Faites fondre le beurre (cf quantité) au micro-ondes. Clarifiez* les œufs (cf quantité). Battez les blancs en neige* à laide de votre batteur. | 3. Sacré mélange : Dans un saladier, mélangez les jaunes avec le sucre et la poudre damandes . Ajoutez la levure , la farine , la cannelle , le beurre fondu et mélangez bien. | 4. La délicatesse : Ajoutez ensuite les carottes râpées dans le saladier. Nhésitez pas à mélanger directement avec vos mains pour rendre le mélange homogène. Incorporez les blancs en neige délicatement à laide dune maryse* pour terminer lappareil*. | 5. Un tour au four : Beurrez généreusement le moule et versez lappareil dedans. Enfournez 50 min. Pendant ce temps, mélangez le sucre glace et le fromage frais . Réservez ce glaçage au frais. | 6. Touche finale : Piquez le gâteau avec un couteau. Il doit ressortir à peine humide. Attendez que le gâteau refroidisse, démoulez-le, puis étalez le glaçage dessus  et parsemez de graines de pavot . Dégustez aussitôt !",30 min,"inspiration, gourmand, Goûter, dessert, Recette légume, <600 kcal","Énergie : 262 kcal1 095 kJ; Protéines : 7,21 g; Lipides : 14,65 g; Fibres : 1,19 g; Glucides : 22,41 g; Graisses saturées : 4,68 g; Sucres : 17,36 g; Sel : 0,29 g","Énergie : 592 kcal2 473 kJ; Protéines : 16,28 g; Lipides : 33,08 g; Fibres : 2,68 g; Glucides : 50,61 g; Graisses saturées : 10,58 g; Sucres : 39,21 g; Sel : 0,64 g","Les bienfaits des carottes et la gourmandise dun gâteau, voici le magnifique Carrot Cake des Commis ! On sait déjà quil ne va pas faire long feu. inspiration, gourmand, Goûter, dessert, Recette légume, <600 kcal",bienfaits carottes gourmandise dun gâteau voici magnifique carrot cake commis sait déjà quil va faire long feu gourmand goûter dessert légume,4
"Brochettes de Banane, au Chocolat",,Banane : 4 pièces; Chocolat noir : 200 g; Cacahuètes : 20 g,"1. Quelques découpes : Épluchez les bananes et coupez-les en 2 dans le sens de la longueur. Concassez* les cacahuètes et disposez-les dans un bol. | 2. 100% choco : Faites fondre le chocolat au micro-ondes par tranche de 30 sec. Ou à la casserole au feu doux*. Mélangez-le bien. | 3. Trempette : Piquez chaque morceau de banane sur un pic en bois, puis trempez successivement les brochettes dans le chocolat fondu et les cacahuètes . Posez les bananes au chocolat sur une assiette couverte de papier cuisson. | 4. Patience... et récompense ! : Laissez-les refroidir au frigo. Servez dès que le chocolat a durci.",10 min,"inspiration, -20min, Recette légume, sans gluten, sans lactose, dessert, <600 kcal","Énergie : 210 kcal884 kJ; Protéines : 2,92 g; Lipides : 9,17 g; Fibres : 2,19 g; Glucides : 26,85 g; Graisses saturées : 4,79 g; Sucres : 22,78 g; Sel : 0,03 g","Énergie : 430 kcal1 813 kJ; Protéines : 6 g; Lipides : 18,81 g; Fibres : 4,48 g; Glucides : 55,04 g; Graisses saturées : 9,82 g; Sucres : 46,69 g; Sel : 0,06 g",,,4
Gâteau au Yaourt,Compatible TM5 / TM6 / TM31,Yaourt nature : 125 g; Beurre de barrate demi-sel : 80 g; Farine de blé : 180 g; Œuf Plein Air : 3 pièces; Sucre : 200 g; Sucre vanillé : 10 g; Levure chimique : 1 c.c.,"1. Préparation : 1. Préchauffer le four à 180 °C (Th. 6). Huiler ou beurrer un moule à manqué (Ø 26-28 cm) et réserver. 2. Mettre le beurre dans le bol et faire fondre 1 min/50°C/vitesse mijotage . 3. Ajouter le yaourt, la farine, les œufs, le sucre, le sucre vanillé et la levure chimique, puis mélanger 20 sec/vitesse 4 . 
 
 Transvaser la préparation dans le moule préparé, puis enfourner et cuire 35 minutes à 180 °C. 
 
 Laisser tiédir avant de démouler et de servir.",5 min,dessert,"Énergie : 355 kcal1 492 kJ; Protéines : 3,98 g; Lipides : 11,64 g; Fibres : 0,66 g; Glucides : 58,06 g; Graisses saturées : 7,84 g; Sucres : 36,77 g; Sel : 0,19 g","Énergie : 715 kcal3 009 kJ; Protéines : 8,02 g; Lipides : 23,48 g; Fibres : 1,32 g; Glucides : 117,09 g; Graisses saturées : 15,82 g; Sucres : 74,14 g; Sel : 0,38 g",Compatible TM5 / TM6 / TM31 dessert,compatible dessert,4
"Butternut Cake, à lAméricaine","Concurrent du carrot cake, ce gâteau au butternut va vous surprendre : une texture fondante, une saveur épicée de cannelle et un glaçage crémeux à l’américaine.",fromage à tartiner : 200 g; Poudre d’amande : 175 g; Sucre : 175 g; Butternut : 500 g; Graines de courge : 20 g; Levure : 10 g; Farine de blé : 75 g; Sucre glace : 25 g; Cannelle : 5 g,"1. Pour commencer : Préchauffez votre four à 180°C en chaleur tournante*.
 Coupez la courge butternut en 2.
 Épluchez la partie allongée et râpez-la.
 Pesez la chair râpée : vous avez besoin de 300g. Si nécessaire, épluchez et râpez un peu plus de courge. | 2. Une pointe de légèreté : Faites fondre le beurre au micro-ondes.
 Clarifiez* les œufs .
 Battez les blancs en neige* à laide de votre batteur. | 3. Sacré mélange : Dans un saladier, mélangez les jaunes avec le sucre et la poudre damandes .
 Ajoutez la levure , la farine , la cannelle , le beurre fondu et mélangez bien. | 4. Un appareil parfait : Ajoutez ensuite la courge butternut râpée dans le saladier. Nhésitez pas à mélanger directement avec vos mains pour rendre le mélange homogène. Incorporez les blancs en neige délicatement à laide dune maryse* pour terminer lappareil*. | 5. Un tour au four : Beurrez généreusement le moule et versez lappareil dedans. Enfournez pendant 50 min à 180°C. Pendant ce temps, mélangez le sucre glace et le cream cheese . Réservez ce glaçage au frais. | 6. Touche finale : Piquez le gâteau avec un couteau. Il doit ressortir à peine humide. Attendez que le gâteau refroidisse, démoulez, puis étalez le glaçage dessus  et parsemez de graines de courge .
 Dégustez aussitôt !",25 min,"Recette légume, dessert","Énergie : 268 kcal1 120 kJ; Protéines : 7,63 g; Lipides : 15,07 g; Fibres : 1 g; Glucides : 21,68 g; Graisses saturées : 4,97 g; Sucres : 16,11 g; Sel : 0,23 g","Énergie : 611 kcal2 549 kJ; Protéines : 17,36 g; Lipides : 34,28 g; Fibres : 2,27 g; Glucides : 49,33 g; Graisses saturées : 11,31 g; Sucres : 36,65 g; Sel : 0,52 g","Concurrent du carrot cake, ce gâteau au butternut va vous surprendre : une texture fondante, une saveur épicée de cannelle et un glaçage crémeux à l’américaine. Recette légume, dessert",concurrent carrot cake gâteau butternut va surprendre texture fondante saveur épicée cannelle glaçage crémeux laméricaine légume dessert,4
Crumble de Fraise,"Compatible TM6, TM5, TM31",amande émondée : 40 g; farine de blé : 150 g; beurre demi-sel : 120 g; cassonade : 130 g; fraise : 500 g,"1. Mise en place : Couper le beurre en morceaux. Couper les fraises en deux. | 2. Préparation : Préchauffer le four à 180 °C (Th. 6). Mettre les amandes dans le bol et hacher 3 sec/vitesse 6 . Ajouter la farine, le beurre et 80 g de cassonade, puis mélanger 30 sec/vitesse 4 . Verser la moitié de la pâte dans le fond dun plat à gratin. Répartir les fraises et les saupoudrer des 50 g de cassonade restant, puis les couvrir du reste de pâte. Enfourner et cuire 15 minutes à 180 °C en surveillant la coloration jusquà ce que la pâte soit dorée. Laisser refroidir 10-15 minutes environ et servir tiède.",10 min,"dessert, -20min, <600 kcal","Énergie : 253 kcal1 052 kJ; Protéines : 3,02 g; Lipides : 13,37 g; Fibres : 2,36 g; Glucides : 28,38 g; Graisses saturées : 7,69 g; Sucres : 16,78 g; Sel : 0,17 g","Énergie : 594 kcal2 473 kJ; Protéines : 7,09 g; Lipides : 31,41 g; Fibres : 5,54 g; Glucides : 66,69 g; Graisses saturées : 18,08 g; Sucres : 39,43 g; Sel : 0,41 g","Compatible TM6, TM5, TM31 dessert, -20min, <600 kcal",compatible dessert,4
Pommes en Croûte Feuilletée,Compatible TM6 / TM5 / TM31,beurre doux : 300 g; pomme : 6 pièces; farine de blé : 300 g; citron : 1 pièce,"1. Mise en place : Découper le beurre en morceaux. Presser le citron. | 2. Préparation : Mettre la farine, le beurre, le sel et leau dans le bol, puis mixer 30 sec/vitesse 6 . Transvaser la pâte sur un plan de travail légèrement fariné. L’abaisser en rectangle (60 x 20 cm) à l’aide d’un rouleau à pâtisserie. Plier la pâte en trois et la faire pivoter dun quart de tour de manière à avoir le pli sur la gauche. Renouveler lopération complète 2 fois, puis envelopper la pâte de film alimentaire. Réserver 20 minutes au réfrigérateur, ou 5 minutes au congélateur, avant utilisation. Nettoyer et essuyer le bol. A laide dun rouleau à pâtisserie, abaisser la pâte feuilletée sur une épaisseur de 5 mm. Détailler 6 disques (Ø 20 cm env.) pour pouvoir enrober les pommes. Les piquer à laide dune fourchette pour éviter la formation de bulles dair lors de la cuisson. Réserver les disques de pâte au réfrigérateur le temps de la préparation des pommes. Réserver les chutes de pâte afin de réaliser des décorations (feuilles, cœurs, etc) à laide demporte-pièces. Éplucher les pommes et les évider. Les arroser de jus de citron pour éviter quelles ne noircissent. Tapisser le couvercle de la Cocotte Thermomix® de papier cuisson et réserver. Poser une pomme sur un disque de pâte, remplir le centre de la pomme de la confiture de votre choix (voir « Conseil(s) »). Emballer la pomme entièrement dans la pâte, puis la poser dans le couvercle de la cocotte préparée. Répéter lopération avec les autres pommes et les décorer avec les formes en pâte feuilletée préalablement réalisées. Réserver le couvercle de la cocotte avec les pommes 1 heure au réfrigérateur. Préchauffer le four à 180°C (T.h. 6). Badigeonner les pommes en croûte de jaune dœuf à laide dun pinceau de cuisine. Enfourner et cuire 55 minutes à 180°C. Laisser refroidir 10 minutes, puis déguster tiède.",30 min,"dessert, TM31, TM5, TM6","Énergie : 211 kcal878 kJ; Protéines : 2,78 g; Lipides : 14,04 g; Fibres : 1,26 g; Glucides : 16,96 g; Graisses saturées : 9,58 g; Sucres : 5,53 g; Sel : 0,01 g","Énergie : 629 kcal2 617 kJ; Protéines : 8,3 g; Lipides : 41,85 g; Fibres : 3,77 g; Glucides : 50,58 g; Graisses saturées : 28,56 g; Sucres : 16,49 g; Sel : 0,04 g","Compatible TM6 / TM5 / TM31 dessert, TM31, TM5, TM6",compatible dessert,4
